Gram Stain,Domain,Phylum,Class,Order,Family,Genus,Species,Organism Name,Culture Collection (Strain),GENRE Filename,HOMD Sequence ID,NCBI Taxon ID,ftp for NCBI genome,NCBI Accession,Kbase ID,HOMD HOT ID,Kbase download notes
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,intermedius,Streptococcus intermedius,JTH08,Streptococcus_intermedius_JTH08.mat                      ,SEQF2361,591365,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/805/GCF_000306805.1_ASM30680v1,'GCF_000306805.1',27005,644,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,constellatus,Streptococcus constellatus,subsp. pharyngis SK1060,Streptococcus_constellatus_pharyngis_SK1060.mat          ,SEQF2211,1035184,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/474/135/GCF_000474135.1_ASM47413v1,'GCF_000474135.1',23362,576,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,anginosus,Streptococcus anginosus,CCUG 39159,Streptococcus_anginosus_CCUG_39159.mat                   ,SEQF2334,1095729,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/765/GCF_000257765.1_ASM25776v1,'GCF_000257765.1',24157,543,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,anginosus,Streptococcus anginosus,SK52,Streptococcus_anginosus_SK52.mat                         ,SEQF1996,1000570,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/555/GCF_000214555.1_ASM21455v1,'GCF_000214555.1',5,543,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,downei,Streptococcus downei,F0415,Streptococcus_downei_F0415.mat                           ,SEQF1846,904293,ftp://ftp.ncbi.nlm.nih.gov/genomes/refseq/bacteria/Streptococcus_downei/all_assembly_versions/suppressed/GCF_000180055.1_ASM18005v1,'GCF_000180055.1',3653,594,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,sobrinus,Streptococcus sobrinus,TCI-107,Streptococcus_sobrinus_TCI-107.mat                       ,SEQF2247,1074066,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/228/065/GCF_000228065.1_SMUT1-NEX_34-107,'GCF_000228065.1',23782,768,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,mutans,Streptococcus mutans,"UA159, ATCC 700610",Streptococcus_mutans_UA_159.mat                          ,SEQF1069,210007,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/465/GCF_000007465.2_ASM746v2,'GCF_000007465.2',368,686,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pyogenes,Streptococcus pyogenes,MGAS10270,Streptococcus_pyogenes_MGAS10270.mat                     ,SEQF1356,370552,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/505/GCF_000013505.1_ASM1350v1,'GCF_000013505.1',1108,745,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,pyogenes,Streptococcus pyogenes,NZ131,Streptococcus_pyogenes_NZ131.mat                         ,SEQF1494,471876,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/125/GCF_000018125.1_ASM1812v1,'GCF_000018125.1',1702,745,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,agalactiae,Streptococcus agalactiae,NEM316,Streptococcus_agalactiae_NEM316.mat                      ,SEQF1338,211110,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/055/GCF_000196055.1_ASM19605v1,'GCF_000196055.1',370,537,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,lactis,Lactococcus lactis subsp. lactis,IL1403,Lactococcus_lactis_lactis_IL1403.mat                     ,SEQF1482,272623,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/865/GCF_000006865.1_ASM686v1,'GCF_000006865.1',613,804,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,lactis,Lactococcus lactis subsp. lactis,KF147,Lactococcus_lactis_lactis_KF147.mat                      ,SEQF1719,684738,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/045/GCF_000025045.1_ASM2504v1,'GCF_000025045.1',2963,804,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,durans,Enterococcus durans,ATCC 6056,Enterococcus_durans_ATCC_6056.mat                        ,SEQF2534,1140001,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/406/985/GCF_000406985.1_Ente_dura_ATCC6056_V1,'GCF_000406985.1',29871,880,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,durans,Enterococcus durans,FB129-CNAB4,Enterococcus_durans_FB129-CNAB-4.mat                     ,SEQF2417,883162,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/405/GCF_000315405.1_Ente_dura_FB129-CNAB4_V1,'GCF_000315405.1',28047,880,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,casseliflavus,Enterococcus casseliflavus,14-MB-W-14,Enterococcus_casseliflavus_14-MB-W-14.mat                ,SEQF2549,1259825,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/414/945/GCF_000414945.1_ASM41494v1,'GCF_000414945.1',208454,801,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,casseliflavus,Enterococcus casseliflavus,EC30,Enterococcus_casseliflavus_EC30.mat                      ,SEQF1734,565652,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/157/215/GCF_000157215.1_ASM15721v1,'GCF_000157215.1',2380,801,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,saccharolyticus,Enterococcus saccharolyticus,30_1,Enterococcus_saccharolyticus_30_1.mat                    ,SEQF2060,742813,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/234/175/GCF_000234175.1_Ente_sacc_30_1_V1,'GCF_000234175.1',27484,802,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,italicus,Enterococcus italicus,DSM 15952,Enterococcus_italicus_DSM_15952.mat                      ,SEQF2019,888064,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/365/GCF_000185365.1_ASM18536v1,'GCF_000185365.1',3599,803,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecalis,Enterococcus faecalis,"V583, ATCC 700802",Enterococcus_faecalis_V583.mat                           ,SEQF1080,226185,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/785/GCF_000007785.1_ASM778v1,'GCF_000007785.1',435,604,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,adiacens,Granulicatella adiacens,ATCC 49175,Granulicatella_adiacens_ATCC_49175.mat                   ,SEQF1605,638301,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/675/GCF_000160675.1_ASM16067v1,'GCF_000160675.1',2710,534,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,elegans,Granulicatella elegans,ATCC 700633,Granulicatella_elegans_ATCC_700633.mat                   ,SEQF1608,626369,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/475/GCF_000162475.2_Gran_ele_ATCC_700633_V2,'GCF_000162475.2',2649,596,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,defectiva,Abiotrophia defectiva,ATCC 49176,Abiotrophia_defectiva_ATCC_49176.mat                     ,SEQF1595,592010,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/075/GCF_000160075.2_ASM16007v2,'GCF_000160075.2',2564,389,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,pigrum,Dolosigranulum pigrum,ATCC 51524,Dolosigranulum_pigrum_ATCC_51524.mat                     ,SEQF2059,883103,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/815/GCF_000245815.1_Dolo_pigr_ATCC_51524_V1,'GCF_000245815.1',28026,813,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,otitis,Alloiococcus otitis,ATCC 51267,Alloiococcus_otitis_ATCC_51267.mat                       ,SEQF2412,883081,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/315/445/GCF_000315445.1_Allo_otit_ATCC_51267_V1,'GCF_000315445.1',28021,831,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,kisonensis,Lactobacillus kisonensis,F0435,Lactobacillus_kisonensis_F0435.mat                       ,SEQF1861,797516,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/242/275/GCF_000242275.1_ASM24227v1,'GCF_000242275.1',27794,424,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,buchneri,Lactobacillus buchneri,ATCC 11577,Lactobacillus_buchneri_ATCC_11577.mat                    ,SEQF2418,525318,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/195/GCF_000159195.1_ASM15919v1,'GCF_000159195.1',2004,881,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,buchneri,Lactobacillus buchneri,NRRL B-30929,Lactobacillus_buchneri_NRRL_B-30929.mat                  ,SEQF2428,511437,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/211/375/GCF_000211375.1_ASM21137v1,'GCF_000211375.1',1871,881,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,parafarraginis,Lactobacillus parafarraginis,F0439,Lactobacillus_parafarraginis_F0439.mat                   ,SEQF1862,797515,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/835/GCF_000238835.1_ASM23883v1,'GCF_000238835.1',27793,418,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,brevis,Lactobacillus brevis,ATCC 367,Lactobacillus_brevis_ATCC_367.mat                        ,SEQF1252,387344,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/465/GCF_000014465.1_ASM1446v1,'GCF_000014465.1',1174,558,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,plantarum,Lactobacillus plantarum,subsp. plantarum ATCC 14917,Lactobacillus_plantarum_plantarum_ATCC_14917.mat         ,SEQF1984,525338,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/745/GCF_000143745.1_ASM14374v1,'GCF_000143745.1',2012,861,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,plantarum,Lactobacillus plantarum,subsp. plantarum ST-III,Lactobacillus_plantarum_plantarum_ST-III.mat             ,SEQF2113,889932,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/815/GCF_000148815.2_ASM14881v1,'GCF_000148815.2',3637,861,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,pentosus,Lactobacillus pentosus,KCA1,Lactobacillus_pentosus_KCA1.mat                          ,SEQF2419,1136177,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/445/GCF_000271445.1_KCA1_v9,'GCF_000271445.1',24585,883,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,oris,Lactobacillus oris,PB013-T2-3,Lactobacillus_oris_PB013-T2-3.mat                        ,SEQF1910,908339,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/180/015/GCF_000180015.1_ASM18001v1,'GCF_000180015.1',3676,709,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,vaginalis,Lactobacillus vaginalis,ATCC 49540,Lactobacillus_vaginalis_ATCC_49540.mat                   ,SEQF1783,525366,ftp://ftp.ncbi.nlm.nih.gov/genomes/refseq/bacteria/Lactobacillus_vaginalis/representative/GCF_000159435.1_ASM15943v1,'GCF_000159435.1',2018,51,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,coleohominis,Lactobacillus coleohominis,101-4-CHN,Lactobacillus_coleohominis_101-4-CHN.mat                 ,SEQF1922,575594,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/161/935/GCF_000161935.1_ASM16193v1,'GCF_000161935.1',2455,816,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,reuteri genosp. 1,Lactobacillus reuteri,"JCM 1112, F275",Lactobacillus_reuteri_JCM_1112.mat                       ,SEQF1121,299033,ftp://ftp.ncbi.nlm.nih.gov/genomes/refseq/bacteria/Lactobacillus_reuteri/representative/GCF_000016825.1_ASM1682v1,'GCF_000016825.1',2300,818,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,fermentum,Lactobacillus fermentum,IFO 3956,Lactobacillus_fermentum_IFO_3956.mat                     ,SEQF1533,334390,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/145/GCF_000010145.1_ASM1014v1,'GCF_000010145.1',926,608,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,casei,Lactobacillus casei,BL23,Lactobacillus_casei_BL23.mat                             ,SEQF1246,543734,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/485/GCF_000026485.1_ASM2648v1,'GCF_000026485.1',2165,568,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,rhamnosus,Lactobacillus rhamnosus,GG,Lactobacillus_rhamnosus_GG.mat                           ,SEQF1717,568703,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/045/GCF_000011045.1_ASM1104v1,'GCF_000011045.1',2404,749,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactobacillus paracasei subsp. paracasei,,Lactobacillus_paracasei_paracasei_8700---2.mat           ,SEQF1262,537973,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/515/GCF_000155515.2_ASM15551v2,'GCF_000155515.2',2157,716,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,salivarius,Lactobacillus salivarius,UCC118,Lactobacillus_salivarius_UCC118.mat                      ,SEQF1259,362948,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/925/GCF_000008925.1_ASM892v1,'GCF_000008925.1',1082,756,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,crispatus,Lactobacillus crispatus,ST1,Lactobacillus_crispatus_ST1.mat                          ,SEQF1930,748671,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/765/GCF_000091765.1_ASM9176v1,'GCF_000091765.1',3161,817,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,acidophilus,Lactobacillus acidophilus,NCFM,Lactobacillus_acidophilus_NCFM.mat                       ,SEQF1073,272621,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/985/GCF_000011985.1_ASM1198v1,'GCF_000011985.1',610,529,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,jensenii,Lactobacillus jensenii,,Lactobacillus_jensenii_1153.mat                          ,SEQF1649,440497,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/155/915/GCF_000155915.2_Lacto_jensenii_1153_V2,'GCF_000155915.2',1482,839,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,gasseri,Lactobacillus gasseri,ATCC 33323,Lactobacillus_gasseri_ATCC_33323.mat                     ,SEQF1255,324831,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/425/GCF_000014425.1_ASM1442v1,'GCF_000014425.1',893,615,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,johnsonii,Lactobacillus johnsonii,NCC 533,Lactobacillus_johnsonii_NCC_533.mat                      ,SEQF1026,257314,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/065/GCF_000008065.1_ASM806v1,'GCF_000008065.1',527,819,
Positive,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,iners,Lactobacillus iners,DSM 13335,Lactobacillus_iners_DSM_13335.mat                        ,SEQF1770,525328,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/875/GCF_000160875.1_ASM16087v1,'GCF_000160875.1',2008,838,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,clausii,Bacillus clausii,KSM-K16,Bacillus_clausii_KSM-K16.mat                             ,SEQF1170,66692,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/825/GCF_000009825.1_ASM982v1,'GCF_000009825.1',2880,45,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,phoenicis,Paenibacillus sp. oral taxon 786,D14,Paenibacillus_oral_taxon_786_D14.mat                     ,SEQF1658,621372,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/955/GCF_000159955.1_ASM15995v1,'GCF_000159955.1',2640,786,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,fusiformis,Lysinibacillus fusiformis,ZC1,Lysinibacillus_fusiformis_ZC1.mat                        ,SEQF1920,714961,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/135/GCF_000178135.1_ASM17813v1,'GCF_000178135.1',27450,614,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,Bacillus subtilis,BSn5,Bacillus_subtilis_BSn5.mat                               ,SEQF1173,936156,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/745/GCF_000186745.1_ASM18674v1,'GCF_000186745.1',3768,468,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,anthracis,Bacillus anthracis,A0248,Bacillus_anthracis_A0248.mat                             ,SEQF1708,592021,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/865/GCF_000022865.1_ASM2286v1,'GCF_000022865.1',2567,824,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,monocytogenes,Listeria monocytogenes,8/1/5578,Listeria_monocytogenes_08-5578.mat                       ,SEQF1053,653938,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/093/125/GCF_000093125.2_ASM9312v2,'GCF_000093125.2',2786,825,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,monocytogenes,Listeria monocytogenes,serotype 4b str. CLIP 80459,Listeria_monocytogenes_serotype_4b_CLIP_80459.mat        ,SEQF1721,568819,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/705/GCF_000026705.1_ASM2670v1,'GCF_000026705.1',2676,825,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,caprae,Staphylococcus caprae,C87,Staphylococcus_caprae_C87.mat                            ,SEQF2204,435838,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/705/GCF_000183705.1_ASM18370v1,'GCF_000183705.1',1456,567,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,epidermidis,Staphylococcus epidermidis,"RP62A, ATCC 35984",Staphylococcus_epidermidis_RP62A.mat                     ,SEQF1324,176279,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/925/GCF_000011925.1_ASM1192v1,'GCF_000011925.1',164,601,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,epidermidis,Staphylococcus epidermidis,W23144,Staphylococcus_epidermidis_W23144.mat                    ,SEQF1838,525376,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/235/GCF_000160235.1_ASM16023v1,'GCF_000160235.1',2027,601,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,aureus,Staphylococcus aureus subsp. aureus,JH1,Staphylococcus_aureus_aureus_JH1.mat                     ,SEQF1312,359787,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/125/GCF_000017125.1_ASM1712v1,'GCF_000017125.1',1057,550,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,aureus,Staphylococcus aureus subsp. aureus,WW2703/97,Staphylococcus_aureus_aureus_WW2703_97.mat               ,SEQF1835,585161,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/735/GCF_000162735.1_ASM16273v1,'GCF_000162735.1',2522,550,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,warneri,Staphylococcus warneri,L37603,Staphylococcus_warneri_L37603.mat                        ,SEQF1839,596319,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/175/175/GCF_000175175.1_ASM17517v1,'GCF_000175175.1',2605,76,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Gemellaceae,Gemella,morbillorum,Gemella morbillorum,M424,Gemella_morbillorum_M424.mat                             ,SEQF2298,562982,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/645/GCF_000185645.1_ASM18564v1,'GCF_000185645.1',2334,46,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Gemellaceae,Gemella,haemolysans,Gemella haemolysans,ATCC 10379,Gemella_haemolysans_ATCC_10379.mat                       ,SEQF1019,546270,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/173/915/GCF_000173915.1_ASM17391v1,'GCF_000173915.1',2189,626,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Gemellaceae,Gemella,haemolysans,Gemella haemolysans,M341,Gemella_haemolysans_M341.mat                             ,SEQF2070,562981,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/355/GCF_000204355.1_Geme_haem_M341_V1,'GCF_000204355.1',2333,626,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Gemellaceae,Gemella,sanguinis,Gemella sanguinis,M325,Gemella_sanguinis_M325.mat                               ,SEQF2071,562983,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/335/GCF_000204335.2_Geme_sang_M325_V2,'GCF_000204335.2',2335,757,
Positive,Bacteria,Firmicutes,Bacilli,Bacillales,Gemellaceae,Gemella,bergeri,Gemella bergeriae,ATCC 700627,Gemella_bergeriae_ATCC_700627.mat                        ,SEQF2460,1321820,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/469/465/GCF_000469465.1_ASM46946v1,'GCF_000469465.1',209886,555,
Negative,Bacteria,Firmicutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,orale,Mycoplasma orale,ATCC 23714,Mycoplasma_orale_ATCC_23714.mat                          ,SEQF2553,1266996,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/105/GCF_000420105.1_ASM42010v1,'GCF_000420105.1',208531,704,
Negative,Bacteria,Firmicutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,salivarium,Mycoplasma salivarium,ATCC 23064,Mycoplasma_salivarium_ATCC_23064.mat                     ,SEQF2607,1266997,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/485/555/GCF_000485555.1_ASM48555v1,'GCF_000485555.1',208532,754,
Negative,Bacteria,Firmicutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,hominis,Mycoplasma hominis,ATCC 23114,Mycoplasma_hominis_ATCC_23114.mat                        ,SEQF1722,347256,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/085/865/GCF_000085865.1_ASM8586v1,'GCF_000085865.1',26459,632,
Negative,Bacteria,Firmicutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,hominis,Mycoplasma hominis,ATCC 27545,Mycoplasma_hominis_ATCC_27545.mat                        ,SEQF2524,1267000,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/075/GCF_000385075.1_ASM38507v1,'GCF_000385075.1',31627,632,
Negative,Bacteria,Firmicutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,fermentans,Mycoplasma fermentans,JER,Mycoplasma_fermentans_JER.mat                            ,SEQF1928,637387,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/625/GCF_000148625.1_ASM14862v1,'GCF_000148625.1',2699,607,
Negative,Bacteria,Firmicutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,fermentans,Mycoplasma fermentans,M64,Mycoplasma_fermentans_M64.mat                            ,SEQF1263,943945,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/005/GCF_000186005.1_ASM18600v1,'GCF_000186005.1',3786,607,
Negative,Bacteria,Firmicutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,pneumoniae,Mycoplasma pneumoniae,"M129, ATCC29342",Mycoplasma_pneumoniae_M129.mat                           ,SEQF1271,272634,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/345/GCF_000027345.1_ASM2734v1,'GCF_000027345.1',623,732,
Negative,Bacteria,Firmicutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,genitalium,Mycoplasma genitalium,"G37, ATCC 33530",Mycoplasma_genitalium_G-37.mat                           ,SEQF1267,243273,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/325/GCF_000027325.1_ASM2732v1,'GCF_000027325.1',490,616,
Positive,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,extructa,Bulleidia extructa,"W1219, ATCC BAA-170, DSM 13220",Bulleidia_extructa_W1219.mat                             ,SEQF1730,679192,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/375/GCF_000177375.1_ASM17737v1,'GCF_000177375.1',2936,603,
Positive,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,moorei,Solobacterium moorei,DSM 22971,Solobacterium_moorei_DSM_22971.mat                       ,SEQF2585,1123263,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/005/GCF_000425005.1_ASM42500v1,'GCF_000425005.1',207281,678,
Positive,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,moorei,Solobacterium moorei,F0204,Solobacterium_moorei_F0204.mat                           ,SEQF1683,706433,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/945/GCF_000186945.2_ASM18694v2,'GCF_000186945.2',3055,678,
